Gene Symbol,control1,control2,control3,control4,control5,KRAS1,KRAS2,KRAS3,KRAS4,KRAS5
Rhpn2,9.52349,9.77255,9.43513,9.75898,9.42891,10.693,10.2943,10.4687,10.2337,10.3913
Hspg2,8.81018,8.97634,9.41635,10.4186,11.2069,9.04136,10.077,10.5222,10.1906,11.3404
Rplp1,10.1464,11.9875,10.3433,10.117,9.651,10.5021,9.84626,9.26499,9.78627,8.3552
Ruvbl2,10.1021,10.7697,10.5486,8.78632,8.93792,10.0032,10.4861,11.2865,9.84238,9.23712
Dut,9.67296,10.9411,9.53329,7.08684,7.85789,11.5381,10.987,12.7154,10.8959,8.7716
Mogs,10.5871,9.77357,10.5945,10.3243,9.90594,9.83849,9.70249,9.97766,9.8905,9.40554
Rab11b,9.87553,9.64384,9.61498,9.42698,9.36992,10.3457,10.9946,10.1454,10.4451,10.1381
Rab11a,9.19274,8.15592,9.17687,8.83299,9.60954,11.3582,11.4426,10.5566,10.879,10.7955
Rab25,9.60334,10.3675,9.51499,10.291,9.34678,10.1832,10.1198,10.5327,9.66916,10.3714
Chd1,10.6509,9.6996,10.8575,8.76794,8.96853,10.3914,10.8032,10.1847,10.5827,9.09356
Chd2,9.70463,9.83023,10.0271,9.57341,9.95717,9.90579,10.6554,10.3723,10.0394,9.93463
Stxbp2,10.16,9.65272,10.9446,10.7809,10.3916,9.37173,9.28268,9.30429,9.97905,10.1325
Pa2g4,10.4374,10.7319,10.0427,9.28809,9.21505,10.4706,10.1648,10.178,10.0833,9.38809
Cct2,10.3177,10.0369,10.5764,9.54095,9.50915,10.2577,10.2222,10.2038,9.9898,9.34529
Raf1,9.35624,9.42687,9.00969,9.66001,10.3276,10.5822,10.7026,10.9327,10.4353,9.56677
Araf,10.1725,9.40688,10.1998,10.0169,10.4825,9.58214,10.0365,9.53747,10.3547,10.2106
Braf,9.64436,9.55441,9.57173,10.3182,10.5404,9.73946,10.4924,10.1259,9.73961,10.2734
Rpl14,10.7309,10.612,9.76652,8.95504,9.00481,11.1837,9.97098,9.93811,9.91807,9.91981
Nup188,9.72697,9.90143,10.033,8.67447,9.00239,10.9518,10.81,11.1925,10.1261,9.58133
Pdlim1,8.56186,8.8464,8.4448,8.21261,8.24098,12.9745,11.7773,12.0098,10.1617,10.77
Smu1,10.5803,10.2287,10.7298,9.25777,9.34834,10.3728,10.1923,10.0333,10.2315,9.02518
Fus,10.1897,10.7119,10.4321,8.65805,8.55504,11.319,10.3183,10.623,9.80692,9.38597
Taf15,10.2861,9.76717,10.1624,9.53949,8.80814,10.6036,10.5171,9.97723,9.78347,10.5553
,9.58062,9.79639,9.75638,10.0125,10.0143,10.0794,10.0118,10.4127,9.91035,10.4255
Eif4g3,10.1328,9.59684,10.2175,9.59067,10.2634,9.89572,10.2088,9.87533,10.3159,9.903
Eif4g1,10.1001,9.82747,10.0362,8.88658,9.11366,10.5788,10.6616,10.5834,10.6042,9.60798
Eif4g1,10.0229,9.76993,10.4623,10.8382,9.72829,10.7372,9.24907,9.54003,10.174,9.4782
Ptpn14,8.65424,8.04553,9.05805,9.22693,9.54864,10.8234,11.487,11.943,10.5528,10.6604
Prmt5,10.1025,9.86597,10.4675,8.911,8.80579,10.5189,11.0494,10.4444,10.4426,9.39199
Erc1,9.72386,9.64982,9.89426,10.1548,9.83377,10.0797,9.74356,10.4102,10.3741,10.1359
Ttc39b,9.65876,9.68392,9.73582,9.79825,9.67129,10.2047,10.1237,10.614,9.98556,10.524
Myo15b,9.14361,9.70895,9.01492,12.224,11.0087,9.00851,8.43243,9.06563,10.1078,12.2854
Acp6,9.47939,9.84569,9.06014,9.03907,9.71205,10.2874,11.2381,10.9046,10.1402,10.2934
Ddx21,10.2407,10.164,10.967,8.8143,8.8526,10.566,10.6526,10.1352,10.4339,9.17365
Myo10,9.1647,8.76365,9.26284,8.93857,8.75229,11.2212,11.5657,11.3182,10.3929,10.62
Myo5b,9.41523,8.91045,9.27581,9.61534,9.45804,10.5051,11.0775,10.5182,10.6444,10.5798
Myo5a,9.35567,8.61831,9.35927,10.7927,11.0786,10.0035,9.78287,10.1623,10.224,10.6227
Myo5c,9.54108,9.92668,9.47157,10.4586,10.2165,9.88019,9.8231,10.1385,9.97685,10.567
Polr1a,9.91125,10.184,10.5314,8.70246,8.7938,10.9166,10.7321,10.9204,10.2752,9.03279
Specc1l,9.24345,8.40323,9.49659,9.63476,9.83212,10.5069,11.3396,9.87187,10.7258,10.9457
Dpysl3,7.98094,7.44628,7.78834,8.9623,9.75777,11.211,13.2129,11.562,10.7515,11.327
Dpysl2,9.8867,9.30118,9.46716,11.3938,11.3678,9.1585,9.35342,9.50489,9.56439,11.0022
Crmp1,8.80901,7.66597,8.58628,11.0295,12.2304,9.58428,10.755,9.73603,10.895,10.7085
Pafah1b3,11.387,10.5647,10.1999,10.7351,10.0688,9.99138,8.95318,9.04167,9.65728,9.40107
Bcl2l14,11.7122,11.7975,10.8973,10.1939,10.6113,9.044,8.56641,9.22894,8.80412,9.14438
Cars2,9.92348,10.1428,10.1895,10.0762,10.0256,9.29721,9.41132,10.463,10.0694,10.4015
Grhpr,10.2614,10.6349,9.81066,10.6516,11.5767,9.42802,8.84729,9.64709,9.57754,9.56478
Mvd,10.1192,9.70662,9.16879,10.1839,9.62266,10.8392,9.88572,10.592,10.0057,9.87612
Ap1g1,10.1081,9.61605,9.93343,10.3137,10.241,9.85706,9.71502,10.0574,10.0872,10.0711
Ap1g2,9.74936,10.0577,10.0484,10.0339,9.88803,9.92421,9.72361,9.9371,10.6797,9.95798
Cmas,8.97202,8.73631,9.58005,8.98927,8.87087,10.5303,11.468,12.3431,9.98389,10.5262
Arhgap17,10.1356,9.63434,10.5286,10.2458,10.6312,9.99587,9.40563,9.19404,10.2707,9.95814
Hpgd,9.61391,11.4461,10.0009,14.6875,14.4324,6.1891,5.9701,7.10272,8.72097,11.8363
Qdpr,9.7316,9.97385,10.2126,11.4662,11.4815,9.27734,9.03592,9.07581,9.71395,10.0312
Phka2,9.33252,9.39488,10.1147,11.0112,10.1771,9.72574,8.94696,10.4694,10.6008,10.2266
Phka1,9.36284,9.87543,9.50035,11.6036,10.6565,9.78445,9.07167,9.79344,9.97444,10.3772
Shmt2,9.80423,9.91052,10.109,8.53181,8.83503,10.7773,10.7202,11.423,10.4624,9.42647
Shmt1,9.91905,11.2094,10.7206,9.55742,10.0122,9.54219,9.4284,10.3085,9.8545,9.44775
Synm,8.56466,9.55131,7.64011,17.8634,18.9159,4.82433,6.05295,4.47188,9.27647,12.839
Synm,7.78628,9.61137,7.79106,17.5628,18.2844,5.29785,6.55896,5.24405,9.61094,12.2522
Celf1,9.8124,10.0686,9.89431,8.95417,9.04099,10.5169,10.9661,10.8317,10.1323,9.7825
Celf2,9.67615,9.47364,10.5996,10.5627,11.1267,10.0772,9.38234,9.23107,9.60983,10.2608
Znf598,9.68684,9.54409,9.91515,9.04744,9.03244,10.5896,10.8168,10.6299,10.4888,10.2489
Mrpl12,8.26435,8.70138,12.371,11.7595,10.3523,10.9078,9.47191,8.16205,10.5168,9.49289
Tsr2,10.3696,10.9816,10.0386,9.76369,10.0823,10.1402,9.25288,9.65077,10.4052,9.3151
Smarcc1,9.94235,10.2149,10.9836,8.89444,9.18055,10.5217,10.4993,10.6228,10.1378,9.00255
Smarcc2,10.0152,9.96453,10.62,10.3058,10.4545,9.30904,9.89579,9.69262,9.86353,9.87896
Lcmt2,9.39048,10.4599,11.9359,10.5853,13.0505,8.54734,7.29618,9.94963,9.84919,8.93563
Hars,9.6562,9.61163,10.0571,9.95725,9.60023,10.133,10.01,10.6218,10.3029,10.0498
Hars2,9.32002,9.4722,9.61724,9.6962,9.15501,10.4792,11.0633,10.9551,9.7374,10.5043
Xrn2,9.34148,10.5394,10.4668,8.59637,8.98404,10.3925,10.6279,11.6414,9.88908,9.52111
Krt19,9.01016,10.0056,8.25463,10.2175,8.95598,10.7672,10.8757,10.0094,10.4465,11.4573
Krt14,3.11142,2.97576,4.61515,3.2211,3.56175,14.2352,21.3486,15.9538,19.6751,11.302
Krt15,10.0066,9.90525,12.687,10.584,8.79167,9.52802,11.5294,8.75945,11.2734,6.93515
Krt13,2.27377,2.29887,3.19734,2.32576,2.36797,15.8415,18.2828,16.8033,22.6176,13.991
KRT13,8.97737,9.04025,8.43381,10.8172,9.7489,10.1515,10.3975,10.1116,10.4913,11.8305
Krt36,10.2518,11.3704,9.78881,9.04491,7.30006,10.0165,12.392,10.4312,10.6327,8.77153
Krt18,9.45812,9.03432,8.73944,8.46608,8.23522,11.816,12.3985,11.3729,10.2386,10.2408
KRT36,8.77191,10.049,9.35256,9.15963,7.37453,9.99285,12.6437,11.7178,10.8717,10.0662
Krt20,9.8632,7.94173,7.86993,13.1167,12.5267,8.74517,7.72102,7.72605,11.0361,13.4534
KRT10,10.1835,9.56123,8.90344,8.4598,7.89973,9.78525,10.3479,9.40591,12.7075,12.7457
KRT19,8.78182,8.82128,8.56192,10.0166,9.17502,10.8799,11.5983,10.416,10.4451,11.3041
KRT9,11.5407,11.0072,9.83697,8.84518,8.64854,10.112,9.46927,8.46912,10.671,11.4001
Snrnp200,10.0268,10.4006,10.2871,9.24925,9.1644,10.1903,10.3452,10.8865,9.80692,9.64301
Fam213a,8.67792,7.8903,8.75914,9.3184,10.107,9.99511,13.4335,11.6352,10.0866,10.0968
Hcls1,10.8687,9.55267,10.8785,11.1497,11.3146,9.63786,8.60523,7.9848,9.87266,10.1353
Npepl1,9.3381,9.28483,9.43054,9.74352,9.4862,10.2744,10.7419,11.0314,10.1191,10.55
Znf706,8.81035,8.9379,10.0775,10.9408,9.76956,10.0377,10.7502,8.47184,9.2973,12.9068
Ccdc43,9.92099,9.84828,10.1851,9.64786,9.45563,9.64047,10.0716,10.6233,10.7322,9.87454
Heatr2,8.96206,8.39438,8.98635,8.38938,8.47969,12.4793,12.5284,10.2379,10.4275,11.1151
Wasl,9.47315,9.95138,9.59512,9.54869,9.51369,10.6126,10.5211,10.6256,9.98461,10.1741
Gcn1l1,10.2614,9.91886,10.345,9.78034,9.56892,10.2918,10.0182,10.1925,10.1756,9.44737
Dapk3,9.49752,8.90988,9.25972,9.41947,10.026,10.8669,11.198,10.2888,10.1622,10.3716
Dapk2,10.308,10.2828,9.38986,9.54365,8.77127,11.2902,9.90432,10.2355,10.3971,9.87717
Fhod1,9.46138,8.80091,9.39471,9.93068,9.72917,10.4388,10.7737,10.4058,10.4708,10.5941
Eprs,10.4922,10.389,10.4263,9.78636,9.76787,9.9395,9.81564,9.90321,9.89058,9.58944
Col6a4,10.1967,9.702,10.2515,12.0846,12.4567,8.47493,7.80137,8.2898,9.5916,11.1508
Elac2,10.0719,9.97419,10.5073,9.40031,9.6018,10.1062,10.3818,10.1589,10.1864,9.61121
Vma21,9.66157,9.22477,11.006,9.8592,9.67205,10.759,10.7219,9.75334,10.3379,9.0043
Ppp2r5b,9.01996,8.99666,9.12381,9.65528,9.6491,10.4554,10.9584,11.3615,9.88916,10.8908
Hnrnpll,10.3785,10.2277,10.6958,9.63517,10.1364,9.85704,9.82418,9.69764,10.411,9.13663
Pglyrp1,10.0076,11.6745,10.4694,9.18221,9.98598,9.17938,9.0659,10.3601,10.1026,9.97233
Dnajc3,11.2755,10.1343,10.2968,10.6623,11.1071,9.54179,8.59558,8.93018,10.0077,9.44884
Htt,9.68002,9.83003,10.0695,10.0634,10.3175,9.96892,9.93312,9.87178,10.2093,10.0564
Rps25,10.0582,10.4425,10.0651,9.88282,8.40827,10.6396,10.0799,10.9519,9.74326,9.72834
Lrpprc,10.2712,10.1162,10.3438,9.91741,9.62684,9.91101,10.1564,10.0833,9.87218,9.70163
Ccdc88b,10.2767,9.86762,10.0782,9.43673,11.8354,9.48761,10.5584,9.1938,9.82237,9.4432
Pak4,9.57728,9.76661,9.58318,9.47531,9.2484,10.5678,10.7125,10.3771,9.99506,10.6968
Aspscr1,11.0051,10.75,10.89,9.67719,9.79121,9.70299,9.50805,9.22061,10.033,9.42177
Wdr41,10.8646,9.83707,9.56009,9.45743,9.43823,10.2934,10.0441,10.6124,9.96332,9.92924
Lrp1,9.74075,9.3557,9.57134,10.1208,10.7043,9.42274,10.484,9.9295,9.93743,10.7334
Hadhb,9.71491,10.1785,9.71549,10.491,10.5363,9.6075,9.63486,9.78723,9.95741,10.3768
Xpo7,9.72488,9.84449,10.0949,9.35561,9.21753,10.4795,10.7687,10.5025,10.1264,9.88546
Cops2,10.3012,10.3379,10.5613,9.02284,9.32331,10.1148,10.6696,10.5342,9.69711,9.43761
Ttc39a,10.1731,9.92147,9.55661,10.5743,9.85802,10.1179,9.53186,10.2297,9.79149,10.2456
Hsd17b2,8.65485,8.30758,8.7791,11.9017,10.4869,10.1086,10.0344,9.17729,10.131,12.4186
Sptbn2,9.69817,8.16087,11.2496,8.71114,9.28431,10.5088,13.2446,10.8922,9.77647,8.47388
Sptbn1,9.69238,9.78273,9.7876,10.3025,10.2855,9.63449,9.83412,10.007,10.1827,10.491
Sptbn1,9.61978,9.88544,10.914,9.3002,9.6932,10.3333,10.4907,10.1484,9.40934,10.2057
Sptb,9.32501,11.5786,9.65737,9.61311,10.3786,9.47184,9.83058,10.5187,9.48212,10.1441
Actn4,9.06,8.89143,9.23884,9.65084,9.61742,10.3042,11.2583,10.768,10.6525,10.5585
Actn2,8.673,5.9121,5.67417,6.46739,18.0026,15.9696,11.308,9.8332,8.73401,9.42599
Actn1,7.49714,8.10744,8.41856,11.3462,14.2079,8.1238,10.7639,8.63045,10.82,12.0846
Actn4,8.76925,8.83321,9.22486,11.5886,9.90748,9.47223,9.843,11.4927,10.7283,10.1403
Actn1,8.31388,8.41852,8.38416,9.35795,9.97407,10.5707,11.6254,11.2908,10.8658,11.1987
Lemd2,9.39911,9.13814,9.01275,10.4023,11.0372,10.0558,10.0795,10.2625,10.2925,10.3201
Ythdc2,10.1486,10.7132,9.5487,10.1885,10.1615,9.8715,9.24541,9.98672,10.0652,10.0708
Tubb6,8.61716,8.33975,9.1754,8.46335,9.58208,10.9505,13.2154,11.9277,10.406,9.32256
Tubb5,10.5301,10.3815,10.914,9.02289,9.61934,10.0031,10.3781,10.1663,10.0374,8.94727
Tubb2a,10.2635,9.49739,9.26577,9.45006,10.5183,10.2915,11.1107,9.77205,10.0877,9.74309
Tubb2b,12.4631,8.93318,10.5171,7.95386,9.3009,10.8842,12.3763,8.25267,10.6583,8.66043
Tubb3,9.05736,8.84931,8.58624,10.7704,12.2787,9.55795,10.8652,9.89354,9.83913,10.3023
Tubb4b,10.2621,11.0944,10.0527,9.54778,9.75979,10.1698,9.963,10.0998,9.90685,9.14389
Tubb4a,10.2065,9.71378,10.1169,10.2382,10.9365,10.3043,9.57919,9.37344,9.38341,10.1479
Wfs1,10.0917,8.99868,10.0204,10.1088,10.2496,9.51586,10.6995,9.65012,10.5188,10.1466
Akap13,8.55895,8.63562,8.62963,7.91714,8.09069,12.0768,12.33,12.0712,10.827,10.863
Vangl1,8.54051,8.46608,10.0754,9.56303,9.69481,10.7072,11.6964,11.2264,9.8901,10.14
Aldh18a1,10.612,9.74015,10.5567,9.59743,9.94754,9.83714,9.87725,10.1957,10.347,9.28894
Gltp,10.358,9.69117,9.59215,10.2255,10.6527,10.6905,9.3862,9.27767,9.83525,10.2909
Cog6,10.0834,10.0732,9.88207,10.9561,10.9788,9.59629,9.01756,9.46488,9.84186,10.1058
Utp6,10.2829,10.5869,10.8586,8.4904,8.66234,10.4452,10.5282,10.7013,10.2163,9.22793
Dhx9,10.119,9.99382,10.3881,9.05844,8.75746,10.4723,10.8212,10.5668,10.1385,9.68445
Dhx9,9.62535,9.91346,10.6199,9.86331,9.52929,10.172,10.2353,10.0584,10.3222,9.66077
Ctnnb1,9.25315,9.18083,9.60576,8.44981,8.42225,11.1285,11.8885,11.645,10.316,10.1101
Jup,8.91638,8.72392,8.96007,8.94736,8.75165,10.9185,11.7995,11.3878,10.745,10.8498
Ilvbl,9.53465,9.78347,10.1178,10.8454,11.0027,9.13163,9.05142,9.89458,9.7307,10.9077
Trmt2a,10.5414,10.3716,10.8197,9.06383,9.45866,10.4826,10.0375,9.72443,10.3694,9.13085
Ap1b1,10.2326,9.84665,10.1404,10.4806,10.2332,9.72095,9.5653,9.80527,9.94714,10.0279
Ap2b1,10.2385,9.70099,9.699,9.78114,9.99911,10.1326,10.2587,10.2813,9.91624,9.99246
Fasn,11.166,10.0204,10.5648,10.1547,10.2251,10.0667,9.55077,9.18677,9.89065,9.17411
Appl2,9.80801,9.72689,9.62628,11.7104,10.8826,9.2692,8.85093,9.46098,9.80427,10.8605
Clcn3,10.649,10.2793,11.3462,9.75221,9.52897,10.1622,9.89003,8.78856,9.64951,9.95409
Clcn4,10.141,9.87232,10.6206,9.94665,9.87104,9.58223,9.54173,10.7091,9.37898,10.3363
Hyal1,8.46747,10.1579,12.0335,11.763,9.50362,7.56638,9.60151,9.14318,11.4235,10.34
Mylk,8.98399,9.03784,8.62987,14.301,16.7333,6.73382,7.61143,6.57842,9.77295,11.6173
Mapk9,10.3373,10.2013,10.2627,10.5349,10.3874,9.70979,9.36157,9.70333,9.70224,9.79936
Mapk8,9.78565,9.6515,9.92379,8.80538,9.12503,11.105,10.7543,11.168,10.1118,9.56951
Mapk13,12.0602,13.2658,12.0185,11.8549,11.0618,7.7302,6.75719,7.74679,8.90075,8.60373
Mapk12,10.6706,11.6029,11.8257,11.5448,11.8116,7.18938,8.24662,7.8224,9.1659,10.12
Mapk14,10.088,10.3758,10.3704,10.4874,10.0656,9.75401,9.68202,9.61592,9.50924,10.0516
Cog5,10.3751,10.104,9.99376,10.9688,10.643,9.51236,9.39383,9.44289,9.74798,9.81833
Hspa12b,10.0819,8.57945,9.42804,9.35251,10.2029,10.0316,10.8478,10.1742,10.8084,10.4932
Hspa12a,10.0812,10.1604,9.91973,11.3512,11.669,9.19847,7.90873,8.74887,10.1863,10.7762
Tep1,9.50738,9.37769,9.06489,10.8893,9.97873,9.75961,9.64532,9.72412,10.418,11.6349
Dus2,9.47173,9.09465,11.9288,10.6126,9.81168,9.34624,9.96439,9.5852,10.2205,9.96426
Abcf1,10.2797,10.3877,10.1449,9.1692,9.00711,10.8426,9.96328,10.4614,10.3661,9.37796
Habp4,8.96387,9.89926,9.64379,10.1715,10.1329,9.68069,9.53994,11.1035,10.0892,10.7753
Acaa2,9.92008,10.0345,9.69664,11.4886,10.9792,8.52909,8.79482,9.38487,9.65008,11.5221
Pak1ip1,9.97827,9.16801,11.136,9.41523,9.19768,9.45279,10.1463,10.3794,11.3511,9.77527
Yes1,10.0147,10.7979,10.881,10.2456,9.73308,9.64157,9.52025,10.0107,9.5836,9.57166
Src,9.10882,9.27573,9.95805,10.1159,9.13947,9.74153,10.5874,11.18,9.988,10.905
Fgr,10.5477,9.39307,11.0529,10.4492,10.6066,10.1355,9.21587,9.01102,10.2098,9.37831
Cdk9,10.2306,10.4086,10.1089,9.46185,9.04429,10.1694,10.0663,11.2191,10.0302,9.2609
Cdk1,9.88794,10.2843,10.7905,8.43496,8.90429,10.8781,10.871,10.7736,10.4141,8.76124
Cdk2,11.2816,11.0423,10.3834,9.42179,8.95665,11.0836,9.35964,9.52071,9.80458,9.14575
Cdk4,11.3391,11.5485,12.1325,9.53103,10.1963,9.97353,9.63748,9.17378,8.87067,7.597
Cdk13,9.80417,7.97648,10.9174,9.75064,10.2843,9.12334,10.8038,9.89404,11.2369,10.209
Cdk12,10.2657,10.0857,10.3873,9.9367,9.83476,10.6512,9.73316,9.72636,10.0852,9.29387
Cdk5,9.96018,9.78271,10.2639,9.34569,9.86868,9.53305,10.8012,9.8489,10.026,10.5697
Hck,10.983,10.0387,10.8631,11.0286,11.2766,10.0742,9.34256,8.22513,8.56893,9.59922
Lyn,8.61811,10.467,11.1439,12.4343,9.78246,8.22754,7.51354,8.84683,11.1314,11.8349
Cdk6,10.5414,9.38399,10.5278,11.4153,11.271,9.09091,9.26747,8.5625,10.2298,9.70989
Mst1r,9.60008,9.47455,9.25044,9.74837,9.46899,10.5177,10.3279,10.5592,10.5018,10.551
Met,9.43885,9.8776,9.98819,10.0981,8.89648,10.2265,9.90406,9.96984,10.7634,10.8371
Prkd2,9.27296,9.61115,9.9892,10.3152,10.3606,9.8893,10.0745,9.67939,10.1614,10.6463
Cdk18,10.4514,9.14309,10.2752,8.76586,8.99055,11.3262,12.0246,8.86551,10.4253,9.73233
Cdk17,9.35644,8.29468,10.3864,8.48487,8.8397,11.0501,11.6603,11.0437,10.9542,9.92968
Cdk16,8.63624,9.65517,8.84339,10.2731,10.5046,10.2375,10.5179,9.65678,10.8734,10.8019
Cdkl4,9.06667,10.1619,10.1358,9.88715,10.0008,10.2041,10.1955,9.75722,9.80706,10.7839
Prkd1,9.01479,11.3535,11.2536,8.60474,10.3478,7.88957,12.4281,11.9992,7.83002,9.27866
Lck,9.62173,10.111,10.4963,10.8669,10.4484,9.95143,8.85327,9.71882,9.97241,9.95977
Blk,6.78169,11.2764,9.40411,10.5726,9.28892,7.55199,9.93381,12.0791,11.0142,12.0971
Frk,9.31346,9.51076,9.32396,10.0909,9.29695,10.2614,10.4813,10.4716,10.5875,10.6622
Fbxo22,9.77452,9.53947,9.42798,9.57477,9.48289,10.3664,10.9451,10.7359,10.2435,9.90948
Fbxo22,7.87349,7.68807,9.93878,10.5175,8.6361,10.3262,9.62109,14.6415,9.27023,11.4871
Vrk2,10.409,9.90686,10.5084,9.67978,9.79646,9.99603,9.81961,9.82149,9.94129,10.1211
Pole,10.3945,10.5022,11.0871,9.45189,9.52078,9.98603,9.70528,9.86939,10.8037,8.67919
Cyc1,9.98955,9.93532,10.5116,11.1434,10.6777,8.77851,9.07486,9.08604,10.3145,10.4884
Thumpd3,9.67492,9.5039,9.79558,9.38133,9.18332,10.3041,10.8906,11.0322,10.0902,10.1438
Sdf4,10.7832,10.9432,10.8834,11.2539,10.785,9.31325,8.0819,8.70898,9.15246,10.0948
Rnf213,12.0563,12.5721,12.6802,8.80882,9.92791,9.94934,9.02657,9.40376,8.22217,7.35286
Hyou1,11.0918,10.3417,10.456,10.5028,10.6897,9.2678,8.93235,9.04478,9.80396,9.86913
Noxa1,9.3449,12.1139,9.70158,10.311,9.88538,9.39021,9.28822,10.8112,9.06351,10.0901
Stk24,9.97659,10.0805,9.60952,9.45219,10.1464,10.342,10.167,10.0437,10.5531,9.62905
Mst4,9.21609,9.58352,9.45626,10.0245,9.61651,10.3102,10.5251,11.0932,10.0368,10.1379
Stk25,9.01743,9.79552,9.32284,9.85611,8.73629,9.96065,10.6598,11.4405,10.1465,11.0644
Smg8,9.65946,9.60993,10.0203,9.62773,9.9907,10.3098,10.2161,10.4356,10.0758,10.0546
Dlat,9.67256,10.278,9.94161,10.1175,10.1281,9.60916,9.98524,10.1665,9.92621,10.1751
Myo1e,8.85207,8.2031,8.64379,9.17021,8.62219,11.2795,11.8703,11.4357,10.7873,11.1358
Myo1f,10.4259,8.66824,10.1757,10.2469,10.5109,10.0897,9.9463,9.06804,10.5146,10.3536
Acin1,9.88755,9.86955,10.3825,9.30778,9.17014,10.0658,10.7418,10.6018,10.1514,9.82167
Thoc1,9.92012,10.3281,10.5173,9.02206,8.76045,10.1429,10.6521,10.9884,9.89332,9.77525
Rnf25,9.85204,9.69232,10.275,9.81687,9.72217,9.92194,10.0255,10.0344,10.8717,9.78805
Arfgap3,10.4346,9.90543,10.0529,10.9525,10.8097,9.29554,9.00577,9.14123,9.87908,10.5232
Ppa1,10.3372,10.4299,10.7765,11.141,11.2231,8.95358,8.75019,9.17939,9.49967,9.70943
Mettl1,10.377,9.95669,9.81139,9.35496,9.51174,11.215,10.6988,10.7219,9.76253,8.59004
Afm,10.7546,10.3126,10.2045,9.03947,9.48828,10.5005,11.2179,8.80042,10.3283,9.3535
Samd1,8.91802,9.75126,10.7129,7.99271,7.69589,11.2492,10.8233,12.4965,10.9566,9.40363
Znf592,9.76037,9.93541,9.87425,9.28469,9.65571,9.89302,10.8175,10.0474,10.3532,10.3784
Prkag1,10.1612,9.00881,8.85841,9.99197,9.48658,10.5196,10.5522,10.4946,10.2339,10.6927
Prkag2,10.0492,9.8898,8.94093,11.3984,10.8793,9.87779,9.00392,9.74942,10.06,10.1512
Med25,9.8671,9.34424,10.4877,9.6334,9.47053,10.0601,9.94606,10.4021,10.7506,10.0381
Nucb1,11.3006,11.5594,10.7939,9.64726,12.0646,10.8049,8.2701,7.60467,10.0204,7.93412
Spon1,10.1454,10.3641,10.1463,9.95018,11.6898,8.44992,10.6389,9.55138,9.16197,9.9021
Utp18,10.4143,10.2859,11.0366,8.53723,9.25703,10.4632,10.7861,9.78501,10.8022,8.63238
Arfgap1,10.6321,9.49148,10.2247,9.97484,10.4223,9.84835,9.975,9.60397,10.462,9.36526
Dak,9.92839,9.82977,10.1735,10.3414,10.4348,9.74442,9.47969,9.47662,10.1188,10.4726
Smn1,8.68528,9.04318,9.4411,8.92973,8.55803,11.9525,10.808,11.1587,11.172,10.2514
Sssca1,9.5472,9.65052,11.1416,9.29315,8.99801,11.6079,10.5207,9.28377,10.986,8.97116
Utrn,9.46558,9.32422,9.56049,10.45,10.7954,9.6239,9.90569,10.0474,10.0503,10.777
Dmd,9.68106,9.68971,8.90701,13.9748,15.4227,7.45569,7.30327,6.96573,9.7828,10.8173
Urod,10.9716,12.1497,11.2275,10.1318,10.5103,9.63402,9.50808,8.95919,8.68093,8.22692
Aldoa,10.143,10.4579,9.37121,9.83006,9.84378,9.89874,9.58706,10.141,10.3639,10.3633
Aldob,9.27722,7.93227,7.90963,15.1121,13.6971,8.12643,6.99465,6.97177,9.83385,14.1451
Aldoc,10.2966,10.1791,9.28308,10.4795,10.5144,9.86764,9.4838,9.81229,9.86237,10.2211
Jmjd1c,9.5868,8.81826,12.134,13.7685,9.83304,9.55599,8.68494,8.68895,8.80326,10.1262
Polr3b,9.56298,9.61154,9.22411,9.22617,8.6204,10.7353,11.2118,11.5449,10.4445,9.81829
Urb1,10.4241,10.059,10.5765,8.80142,9.39491,10.4477,10.4962,10.3849,10.4859,8.92952
Mbnl2,9.83095,9.47172,10.1174,9.75579,9.69958,10.4317,10.4797,10.4539,9.74801,10.0111
Mbnl1,8.55602,6.30252,7.26844,11.2512,12.0901,9.06715,9.8449,11.9394,9.96432,13.716
Mbnl3,9.62702,9.15976,10.0765,8.84022,9.2696,11.0163,10.7882,11.1007,10.3443,9.77726
Etfdh,9.60866,9.58618,9.55657,10.555,10.1415,9.72976,10.0158,10.1707,9.81166,10.8241
Rpl32,11.2545,10.7566,10.5575,8.89548,9.5227,10.8135,9.81827,8.81356,10.2002,9.36778
Hk2,10.3582,10.2157,9.65382,9.75228,9.45899,10.0707,9.71999,10.1528,10.6461,9.97139
Hk1,9.02304,8.72298,8.16995,10.9952,10.5752,10.4521,10.0534,10.249,10.1914,11.5678
Hk3,11.0843,10.1003,12.1567,9.37077,11.0657,9.88287,9.04,9.62963,9.34925,8.32049
Marf1,10.0764,9.01455,9.18928,14.6148,12.496,8.21059,7.3043,7.49628,9.46783,12.13
Hao2,9.26849,8.89019,8.89042,17.614,14.9466,6.13765,4.97694,5.21562,9.14134,14.9188
Rhof,9.45759,7.56947,7.88796,8.44902,8.29131,11.9209,11.2958,11.9269,12.0378,11.1633
Acad8,9.71706,9.97074,9.55551,11.0449,10.7162,9.38659,9.48886,9.76406,9.58908,10.767
Hspbp1,10.8213,10.0856,10.9262,9.33598,10.1672,10.2528,9.60546,9.35206,10.9531,8.50039
Reps1,10.0389,9.97897,10.2091,8.98565,9.30828,10.7495,10.3147,10.3033,10.1855,9.92608
